word	why
WILSONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WIND	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WING	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WINNERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WINTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WISDOMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WIT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WITNESSES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WIZARDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WOLFS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WOMANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WOMENS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WONT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WORKERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WORKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WORLD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WORLDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WOULDNT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WRITERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WRITINGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YALL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YARD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YEAR	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YEARS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YOU	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
YOUD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YOULL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
YOUNGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ZING	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
